userName,score,content,length,at,sentiment_label
Alfin Syi'ar :D,1,"Tolonglah pihak Supercell dihilangkan aja fitur ""Fase Penentuan"", karna itu sangat merugikan bagi kami yg berusaha buat comeback! Kalau karena alasan agar game cepat selesai, itu salah besar, justru itu yg bikin match jadi panas dan seru!",238,2025-04-26 10:47:27,negative
Shabri Channel,1,"udhlah p2w, lemot pula. klo misalnya ada game paling lemot di dunia ini jdi no. 1 , parah lemotny gk ketolong, pdhl jaringan lancar",131,2025-06-16 11:09:50,negative
Neko Nyanmaru,2,"Kenapa gak bisa di buka lgi aplikasi ny selalu berhenti di 75% setelah pergantian season sekarang, season² dulu aman² aja tu, knp sekarang gak bisa d buka lgi, pdhal jaringan bagus full, sdh d update juga aplikasinya, tolong solusi ny min!",239,2025-02-06 15:53:31,negative
Rahman Prama Aditria,1,"game apa ini? saya sebagai pemain lama kecewa sama update nya pay to win udah emang gak ada colab nya.evo nya juga susah orang lain main untuk have fun ini main untuk stress kesenjangan level ada , kesenjangan kartu seperti Evo juga ada mana mahal lagi grafik juga ya 2.5 D kalian yang mau download atau para mekanik tua mending jangan main lagi dah udah gak jelas ini game malah jadi buang waktu buat grainding",411,2025-05-04 20:47:40,negative
Game Online,3,game apa apan ini. masa lawan tidak seimbang.sedang kan aku level 8 musuh level 9.bahkan mengisi nya agak cepat baru di mulan saat melawan musuh.kaya ngecit. auto percepat gitu. game nya bagus sedang kan gua terasa kesal bangat kalah menang kalah menang kapan majuuin terofi nya hadeeh gua GK suka lawan yang tidak seimbang begini mah gua sih gak mau main ini gak seru malah kesel bikin emosi bikin hp ku mau ngelepar sampai sampai kesel game ngaco ini😡 sistem nya rusak gak di aman kan game nya,495,2025-04-21 21:48:29,negative
DAIYAN AMRULLOH,1,"aku cuma ingin toko di kembalikan, soalnya kan lumayan bisa dapet kepingan evulusi 4 + dari misi bulanan 1, ya sekarang cuma bisa di dapetin dari misi 1 bulan dapet 2 keping doang, enakan yg dulu pas ada toko",208,2025-05-09 16:32:29,positive
Mahara Zidan,1,"Apakah adil benteng lvl 10 di pertemukan dengan lvl8 tolong di perbaiki, apalagi maks kartu hanya lvl 8/9 bertemu maks kartu 11, perbedaan terlalu jauh,mikir.",158,2025-05-01 09:01:47,negative
Kenneth _,2,"dulu bagus, walaupun level beda, pakai skill dan deck poke masih bisa menang, sekarang? Sudah level musuh maks, evolusi lagi, gimana mau dilawan coba?",150,2025-05-13 10:03:47,negative
RGM custom custom,4,"game nya asik dan seru, tapi tolong dirubah lagi tampilan loby nya lebih bagus sebelum di update, sama kembalikan peti² gratisan royale pass dan toko di event (letak paling kanan)",179,2025-04-10 05:01:33,positive
Nico GintingSuka,1,game tolol... bagaimana mau rame Lagi yang main login ke akun lama aja kirim kode verifikasi lama banget...udh di masukkan kode verifikasi nya yg benar malah ga bisa masuk...game makin buruk,190,2025-04-25 16:18:00,negative
mjundi,1,"Peti dan Toko season itu nge bantu bngt buat player comeback/player baru biar dpet card/kepingan evo... ini malah di ilangin kan kocak toko season nya di ilangin tetapi mode nya masih ada,siapa juga yg mainin tuh mode klo kaga ada reward nya 😂",243,2025-04-10 06:55:40,negative
A T L A S,1,"clash royale kok makin gk adil masa arena 5 dikasih lawan arena 10 keatas ya gk imbang dong deck nya berbeda jauh. itu sama ae mereka yg level nya tinggi yg peroleh kemenangan sedangkan yg lagi push trofi kesusahan buat naik, naik trofi ae susah apalagi naik arena tolong lah buat match di sama ratakan dengan Player. tiap hari ketemunya Player yang pay to win,level kartu tinggi dll klo kek gini terus kapan gw bisa berkembang?klo tau gini mending w main Clash of Clans",470,2025-04-21 10:44:17,negative
Raka Febri,3,sudah main 9 tahun tapi pernah di uninstall beberapa kali sebelum diupgrade(masih ada peti dan tugas harian) dapet coin mudah jadi untuk naikin level gak terlalu berkendala setelah diupgrade (peti dihilangkan dan gak ada tugas harian) malah nyari coin susah,257,2025-04-12 00:47:55,negative
Fredy Agung Wiratama,1,"ini lah alesan kenapa game ini ditinggalkan banyak user.. keseringan dapet lawan yang tidak seimbang , sudah lama banget tapi masih begini ja , emang kontoll supercelll, adakan penurunan season biar makin seru",209,2025-05-16 20:16:21,negative
Hailto Theking,1,"makin sini makin pelit ini game, shop di hapus, selalu dapat musuh dg level yg lebih tinggi dari dek utama, game GK balance!!! GK rekomend buat pemula!!!",153,2025-04-11 12:48:45,negative
Al Reza Anan Hafidzi,1,"event cuma dapat uang 500? 🤣🤣🤣 udah gitu hilang semua hadiah menarik, makin aneh aja update nya. dipikir dulu kalo mau update, bikin pemain makin menarik bukan makin semangat uninstal !!! 💀",189,2025-04-10 17:37:55,negative
MVP Channel,1,"game pay to win jelas. matching tidak jelas player arena bawah bisa ketemu player veteran arena atas. apalagi sistem evolusi yang benar benar merusak. sangat mustahil melawan kartu evolusi sementara kita gak punya sama sekali. game yang sangat tidak adil, tidak balance dan tidak jelas. minimal bikin sistem yang kartu evolusi akan ketemu kartu evolusi juga, atau hapus sistem evolusi kartu sekalian. juga kartu juara sama kasusnya. udah bener kayak dulu aja malah bikin inovasi yang merusak game",496,2025-04-27 01:48:57,negative
Wildan firdaus,1,"update nya gak banyak, saya baru memainkanya setelah 4 tahun tidak main, dan pas dibuka masih sama sama saja maaf clash royale tidak bisa membuat teman teman clan saya kembali ke game ini.",188,2025-04-11 18:36:51,negative
Veronica Evelyn,5,"Bagus bgt dah, mengasah skill, nyesel kalo gak download game nya",64,2025-07-01 19:12:36,negative
Galan YP,1,"Game pay to win , terutama card evolution , untuk supercell bisa cek dari kapan akun ini main coc dan clash royale jangan terkejut jika kami pemain ulung , kami cukup kecewa dengan updatean evolution card karena dengan itu mereka tidak mengandalkan skill tetapi keoverpoweran dari kartu tersebut.",296,2025-02-06 08:37:53,negative
Rickyansyah Kiki,4,setelah peti di hilangkan jadi malas main gk ada surprise kalau menang dah gt pas di update malah 700 MB,104,2025-07-04 15:07:41,negative
Adil Pratama,1,"Game tidak seimbang, saya selalu kalah dengan pemain pay to win, saya hampir setiap saat kalah karena perbedaan level yg jauh, dari segi peleton ataupun bangunan, saya harap untuk matchmaking ditingkatan lagi dengan dipertemukan lawan yg setara atau setidaknya memiliki kekuatan tempur yg hampir sama",300,2025-02-27 12:41:03,positive
Zaky Sapawi,5,game nya sangat bagus aku jadi suka karena battlenya asik dan membutuhkan strategis yang baik,93,2025-06-13 17:15:57,positive
Ari ?,4,kenapa saya selalu berhenti di loading 75% tolong perbaiki ini bugnya,69,2025-06-12 21:54:42,negative
Jaka Permana,1,server nya bobrok lagi asik main tiba² koneksi terputus padahal wifi lancar..,77,2025-06-10 19:32:35,negative
WILDAN AUFA 'ALLY,1,saya kasih nilai 1 bintang berharap Clash Royale itu kasih musuh nya yg sepadan kalo kayak gini terus y pasti nurun lah tingkatan nya bikin kesal aja,149,2025-06-28 09:04:44,negative
Rizky Dwi,1,"game sampah, level musuh selalu diatas level saya.",50,2025-06-15 01:36:47,negative
Asqolani_ Sekolaan,1,"Delete aplikasi! Main dari pertama kali ada ini game, signal selalu buruk. harus di delete apk begini",101,2025-06-19 23:32:50,negative
Fikri GmG,1,gamenya buruk padahal HP+jaringanku bukan spek kentang tapi keluar sendiri+ musuh nya ga seimbang,97,2025-06-14 14:53:46,negative
Maulana Candra,1,game konyol... kasi yg lawan seimbang lah.. ini level jauh jumpa sm level rendah... konyol kl game ini,102,2025-06-10 23:40:27,negative
Tegar Kusuma,3,"game babi memang kasih musuh gak ngotak,kasih level musuhnya tinggi² dan jarang ngasih musuh yang setara (KIKIR)",112,2025-06-20 14:32:19,negative
Achmad Syamsudin,1,"ketika main, tapi pergerakan game nya lebih lambat dari pada lawan, mending STOP gak usah d layani, Biarkan lawan mu main sendiri, soalnya tetap kamu yg akan kalah, tidak imbang itu",181,2025-06-30 15:23:23,negative
Danie Rasti,5,ini permainan tik tak walaupun musuh Level 14 AQ masih level 12 bisa tuh menang,79,2025-06-30 17:53:10,positive
Dafli Triyogaa,1,"ampas ni game tiba-tiba akun hilang karena supercell ,pas dicoba loginin jadi akun baru",87,2025-06-23 04:28:06,neutral
roy wingky,4,"Tolonglah supercel.. Sejak dulu main pasti ada masalah jaringan waktu pertempuran, ini sangat mengganggu saya ketika mau up trofi... Entah yang saya lawan cheater/apa saya tidak tau... Intinya jaringan saya bagus bagus aja kalo buat buka apl lain",246,2025-02-16 11:22:43,positive
Vicky Pratama,3,Kurangnya adalah saat ingin mengeluarkan peleton ada sedikit waktu yang harus digunakan tapii peleton musuh masih bisa menyerang peleton dan pencocokan saat mencari lawan yang kurang saya memiliki pengalaman saat saya masih raja level 6 lawan yang diberikan ternyata level 7,274,2025-01-29 05:24:36,negative
troy aldi,5,Sangat tidak nyaman sering menghubungkan saat bermain padahal jaringan bagus,76,2025-06-10 07:58:52,negative
Jhos Avanta,1,"game sampah. Kau bagusin masalah jaringan kau. Asal main “jaringan terputus”. Masuk lagi “jaringan terputus” lagi. Masuk lagi tetap sama aja “jaringan terputus”. Masuk lagi pertandingan dah siap, musuh yg menang. Ganti aja nama game mu jadi JARINGAN TERPUTUS. Hapus nama Clash Royale itu ganti ke Jaringan Terputus. Game sampah.",328,2025-05-04 04:56:34,negative
Zain Abu Bakar Tihama,1,"Game ini sudah tidak seru lagi. Dengan tim developer clash royale yang baru, clash royale menjadi pay to win. Dimana-mana jadi ada popup atau offer. Bahkan untuk ke market free, kita harus scroll ke bawah melewati 5-7 offer. Memang taktik ini menghasilkan banyak duit untuk tim developer. Tetapi, saya jadi merasa clash royale sudah di hisap serunya dan sekarang menjadi game cash-grab. Tolonglah tim clash royale, kembalikan game ini menjadi game yang friendly kepada pemain free2play.",486,2025-03-03 19:28:55,negative
Work Find,1,"ini adalah permainan yang berbahaya, dapat membuat Anda marah dan kesal. setelah 3 hari bermain saya menghapusnya.",114,2025-07-02 05:02:51,negative
indra Wawan,1,game mau pake wifi ataupun data 5g main tibatiba muat ulang mulu,64,2025-06-18 12:53:25,negative
Alfa Aji,1,"Update sekarang malah makin susah ya buat yang free to play masa yang dulu bisa dapetin kristal Evo bisa lebih banyak sekarang cuma di jatah 2 kali, ditambah yang 2vs2 sekarang di hilangkan pula buat ngumpulin poinnya makin susah nih buat nyamain yang pay to win",262,2025-04-08 06:38:28,negative
Atailah,1,"Kecewa berat min, padahal udah level 30 akunnya malah hilang, padahal sudah saya sambung ke supercall Id,akunnya tetap gak ada katanya aman, saya liat di akun google saya emang saya sambungkan ke Gmail yang sama. Heduhh minn gimana sih😭😭😭😭",239,2025-03-17 00:45:52,negative
Raden Andrie Yudhanegara,5,"Semakin susah lawan2nya, level ngga ngaruh tapi jago2.. Tapi asyiik n nikmatin banget game nya",94,2025-05-28 21:05:19,positive
Siska Apriani,2,"ngasih lama yg adil lah,masa lawan beda level terus,mana level kartu beda jauh,th jauh.perbaikin",96,2025-05-27 15:50:44,negative
Rakha Bagas,1,"game pay to win QONTOLLL apaan dah ketemu musuh yang ga setara banget CUIHHHH, tolong diperbaiki macthmakingnya developer",121,2025-06-04 16:17:36,negative
ruly pohan,2,Sering koneksi terputus sendiri... tolong diperbaiki.,53,2025-06-05 19:08:12,negative
Vela Dua,2,"woi kalo ngasih musuh yang ngotak, setiap maen level bangunan / level raja beda jauh",84,2025-06-07 19:44:09,negative
Umar Yahya,1,level musuh tidak seimbang (pasukan atau benteng mahkotanya) dengan level saya.. menjadikan game ini sulit...,109,2025-05-28 16:21:05,negative
MohAfrzl,4,Sering bgt disconnect padahal sinyal bagus.,43,2025-07-01 07:18:14,negative
Bayu Gedut,1,"kalah karena server putus, pake wifi maen ml lancar kok maen ini sinyal low",75,2025-07-01 16:21:46,negative
M.Fikri Badrusalam,1,"gamenya uda bagus, cuma mines nya di masalah top up, pembayaran uda sukses, cuma tiba"" relog dan itemny ga dapat sama sekali, tapi saldo uda berkurang, dan juga saat saya cek di histroy uda berhasil terbayar. KOCAKK uda 2 kali diginiin",235,2025-03-01 22:59:30,negative
Ardiannova arnova,1,"game aneh, benteng lev 10 lawan lev 12, ga ngotak memang, game cacat, yg ngasih b5 kebangetan game kek gini kasih b5, ga sebanding sama game playny",147,2025-06-22 21:02:48,negative
Little Star,1,"game gk adil, musuh level nya selalu lebih tinggi",49,2025-05-23 10:23:21,negative
Ihya Ulumiddin,2,Game bikin stress di pertemukan sama musuh yg level kartunya lebih tinggi dari mu game nya tidak adil. Untuk dpat musuh yg lemah lu harus bayar dulu fiks game pay to win. Kalau lu gk ngeluarin uang sepersen pun di jamin lu bakal lost sreak karena di pertemukan sama musuh yang level kartunya di atas mu. Nih game gk cocok buat pemain free to play. Apalagi itu balapan Kapal dalam perang klan hapus aja yg logik lh suruh menghancurkan 3 tower dengan HP tinggi dan tower mu cuma 1 HPnya tipis lagi.,496,2025-01-26 23:42:42,negative
Gema mauli Ibanez,1,"Matchmaking pasti ga seimbang, sinyal ngelag sedikit langsung putus game, eventnya boring, evo nya juga susah dicari. Dulu ini game f2p skrng jadi p2w total, udah ga ada keseruannya sama sekali maaf uninstall.",209,2025-02-05 11:13:39,negative
Putu Rajindra,2,kenapa saya memberikan rating 2/5 karna game nya tidak adil seperti level musuh yang wajar sama peleton nya saat saya ada di level tempat bermain peka ada musuh yang mengeluarkan skeleton yang besar sama pangeran dan ketika kalah tropi yang hilang lebih banyak dari pada tropi saat menang,288,2025-03-07 20:34:31,negative
Ghifar Kurniawan,3,"ga fair saya 6x ketemu musuh p2w, sedangkan saya f2p. jelas sekali saya kalah karna levelnya juga jauh, sebenernya saya gak berhak komplain begini. tetapi sudah terlanjur kesal, kenapa tidak ada sistem yg memisahkan antara player p2w dan f2p? rasanya tidak adil kalau bertemu",275,2025-02-06 20:17:20,negative
lestyoprabowo,1,"Pay to win, sinyal ilang ilangan padahal sudah pake prioritas, ga adil. Mana mau pake spell delay lagi jadi ngga kena spellnya parah ni game saya kira semakin membaik ga taunya tambah buruk, lebih baik maen chess mobile legend dah buang waktu",242,2025-01-25 14:09:09,negative
Raden Betta92,1,"Jaringannya kok jelek banget ya ini aplikasi, pke kouta data & wifi sm aja. Sering log out sndr wktu lg main, lambat bgt lg energinya penuh, lawan kaya cepat banget itu energi penuh.",182,2025-03-12 17:04:56,negative
Kadek Suta,1,"Maaf bintang kasi bintang 1 karna permainanya kurang puas buat saya,dikarnakan permainya g seimbang dengan musuh Saat saya bermain ketika saya keluarkan 1 kartu,lawan sudah bisa keluarkan 2-3 kartu,dan saat itu juga signal ilang ilangan padahal signyal jaringan lancar tapi di pernainan kadang ilang ..ini sat membuat permainan kurang menarik buat saya Klo tidak segera di perbaiki masalah ini saya yakin pasti banyak player yg kurang puas dengan game ini",455,2025-01-30 21:38:55,negative
Prasetyou Utomo,1,Habis update yg sekarang semakin gak pernah menang sama sekali..musuh malah tambah berat dari season kemarin.bener² sistem pilih kasih ..yg pro aja yg selalu dikasih kemenangan dan mendapatkan lawan yg enteng..lol Main tiap hari kok malah tambah bodoh karena musuh jauh diatas kita..suk busukkkk..,297,2025-02-22 12:07:00,negative
Iman Arifin,1,"ga usah serius sama game ini,bisa2 kalian gila yah ! menurut aku jadiin pengisi diwaktu luang saja memang kalau kalian difokusin apalagi top up akan berdampak buruk dikehidupan banyak sistem yang diatur sama devlop agar selalu ketagihan dan match lawan yang selalu tidak seimbang terkesan sengaja supaya kita tergantung sama diamont saran aja ya mending uninstal permanen dan waktu reload open box nya lama banget cuy,bosan nungguin nya. terima kasih",450,2025-02-04 15:59:40,negative
Pinky Pratama,1,Tidak ada keseimbangan antara pemain saya lebih sering bertemu pemain dengan level di atas saya Walaupun lawan dibawah level saya mereka memiliki level kartu yang lebih tinggi.,176,2025-02-10 20:06:24,negative
DORAdemon,1,"Gamenya ga bagus, dari segi matching itu sangat menyusahkan player karna lawan sering kali tidak seimbang, terlalu besar perbedaan level lawan.",143,2025-02-21 05:40:48,negative
anshar faiz,1,Kecewa banget gamenya jadi terlalu p2w bagi saya yang main clash royale sejak tahun 2017an awal gamenya seru tapi karena saya f2p jadinya aku selalu kalah level dan mactup nya gak ngotak king towerku lv13 sedangkan aku setiap kali benar benar setiap kali tak pernah lawan king tower level yang sama,298,2025-03-16 00:50:05,negative
Fathanugerahf A,1,Saya udah bayar 159rb + pajak untuk item gold. Tpi knp malah ngebug saya ga dapat apa² tpi transaksi ttp berhasil. Ini ceritanya saya buang uang secara cuma cuma gitu?,167,2025-03-01 18:11:37,negative
